Game ID,Round,Winner,Loser,Crash,Timeout,Map,Final Frame,Game End Type,W Score,L Score,W-l/Max,W 55,W 1000,W 10000,L 55,L 1000,L 10000,W Address,L Address,Start,Finish
0,0,PurpleWave,McRave,-,McRave,(2)Benzene.scx,19005,NORMAL,39793,46954,-0.15251,0,0,0,320,0,0,192.168.1.105,192.168.1.106,2019-10-11T18:54:14Z,2019-10-11T19:01:51Z
1,0,PurpleWave,Iron,-,-,(2)Benzene.scx,27375,NORMAL,110941,61175,0.44858,0,0,0,4,0,0,192.168.1.107,192.168.1.108,2019-10-11T18:54:57Z,2019-10-11T19:05:01Z
2,0,PurpleWave,BananaBrain,-,-,(2)Benzene.scx,12216,NORMAL,21788,11500,0.47219,0,0,0,0,0,0,192.168.1.109,192.168.1.110,2019-10-11T18:55:46Z,2019-10-11T18:59:52Z
3,0,XiaoYi,PurpleWave,-,-,(2)Benzene.scx,38752,NORMAL,163656,91990,0.43791,0,0,0,0,0,0,192.168.1.112,192.168.1.111,2019-10-11T18:56:23Z,2019-10-11T19:08:58Z
4,0,PurpleWave,UAlbertaBot,-,-,(2)Benzene.scx,16618,NORMAL,35283,9102,0.74203,0,0,0,0,0,0,192.168.1.114,192.168.1.113,2019-10-11T18:57:04Z,2019-10-11T19:02:27Z
5,0,PurpleWave,AITP,AITP,-,(2)Benzene.scx,17052,STARCRAFT_CRASH,32327,27539,0.14811,0,0,0,2,0,0,192.168.1.115,192.168.1.116,2019-10-11T18:57:49Z,2019-10-11T19:04:20Z
6,0,PurpleWave,DaQin,-,-,(2)Benzene.scx,23686,NORMAL,77019,40377,0.47575,0,0,0,0,0,0,192.168.1.110,192.168.1.109,2019-10-11T19:00:10Z,2019-10-11T19:07:47Z
7,0,PurpleWave,Microwave,-,-,(2)Benzene.scx,20586,NORMAL,49755,31310,0.37072,0,0,0,0,0,0,192.168.1.106,192.168.1.105,2019-10-11T19:02:11Z,2019-10-11T19:09:08Z
8,0,PurpleWave,Steamhammer,-,-,(2)Benzene.scx,28987,NORMAL,94872,71740,0.24382,0,0,0,0,0,0,192.168.1.113,192.168.1.114,2019-10-11T19:02:50Z,2019-10-11T19:12:32Z
9,0,PurpleWave,BunkerBoxeR,-,-,(2)Benzene.scx,13921,NORMAL,26057,6831,0.73784,0,0,0,0,0,0,192.168.1.116,192.168.1.115,2019-10-11T19:04:43Z,2019-10-11T19:09:33Z
10,0,Locutus,PurpleWave,-,-,(2)Benzene.scx,21857,NORMAL,76230,37230,0.51161,0,0,0,0,0,0,192.168.1.107,192.168.1.108,2019-10-11T19:05:25Z,2019-10-11T19:12:13Z
11,0,PurpleWave,ZZZKBot,-,-,(2)Benzene.scx,9953,NORMAL,10743,2605,0.75752,0,0,0,0,0,0,192.168.1.109,192.168.1.110,2019-10-11T19:08:04Z,2019-10-11T19:11:24Z
12,0,Iron,McRave,-,McRave,(2)Benzene.scx,15998,NORMAL,24353,31097,-0.21687,320,0,0,0,0,0,192.168.1.111,192.168.1.112,2019-10-11T19:09:15Z,2019-10-11T19:14:43Z
13,0,BananaBrain,McRave,-,McRave,(2)Benzene.scx,24988,NORMAL,79301,84129,-0.05739,320,0,0,23,0,0,192.168.1.106,192.168.1.105,2019-10-11T19:09:59Z,2019-10-11T19:20:48Z
14,0,XiaoYi,McRave,-,McRave,(2)Benzene.scx,15316,NORMAL,24686,25354,-0.02635,321,0,0,0,0,0,192.168.1.116,192.168.1.115,2019-10-11T19:10:46Z,2019-10-11T19:15:30Z
15,0,McRave,UAlbertaBot,-,-,(2)Benzene.scx,15874,NORMAL,30935,12745,0.58801,25,0,0,0,0,0,192.168.1.110,192.168.1.109,2019-10-11T19:11:40Z,2019-10-11T19:15:35Z
16,0,McRave,AITP,-,-,(2)Benzene.scx,14386,NORMAL,37937,13062,0.65569,41,0,0,0,0,0,192.168.1.108,192.168.1.107,2019-10-11T19:12:30Z,2019-10-11T19:16:28Z
17,0,McRave,DaQin,-,-,(2)Benzene.scx,24182,NORMAL,87597,51955,0.40689,227,0,0,0,0,0,192.168.1.114,192.168.1.113,2019-10-11T19:13:13Z,2019-10-11T19:21:13Z
18,0,McRave,Microwave,-,-,(2)Benzene.scx,15037,NORMAL,33980,18932,0.44285,15,0,0,3,0,0,192.168.1.112,192.168.1.111,2019-10-11T19:14:59Z,2019-10-11T19:18:50Z
19,0,Steamhammer,McRave,-,McRave,(2)Benzene.scx,20245,NORMAL,34815,48665,-0.28460,320,0,0,0,0,0,192.168.1.116,192.168.1.115,2019-10-11T19:15:47Z,2019-10-11T19:23:36Z
20,0,McRave,BunkerBoxeR,-,-,(2)Benzene.scx,17796,NORMAL,25799,13527,0.47568,4,0,0,0,0,0,192.168.1.109,192.168.1.110,2019-10-11T19:16:29Z,2019-10-11T19:19:27Z
21,0,Locutus,McRave,-,-,(2)Benzene.scx,15471,NORMAL,34709,17122,0.50670,1,0,0,0,0,0,192.168.1.108,192.168.1.107,2019-10-11T19:17:14Z,2019-10-11T19:20:35Z
22,0,McRave,ZZZKBot,-,-,(2)Benzene.scx,13239,NORMAL,15653,3843,0.75449,13,0,0,0,0,0,192.168.1.111,192.168.1.112,2019-10-11T19:19:08Z,2019-10-11T19:21:59Z
23,0,BananaBrain,Iron,-,-,(2)Benzene.scx,22570,NORMAL,64515,30255,0.53104,0,0,0,3,0,0,192.168.1.109,192.168.1.110,2019-10-11T19:19:51Z,2019-10-11T19:24:56Z
24,0,XiaoYi,Iron,-,-,(2)Benzene.scx,34970,NORMAL,102372,87305,0.14718,76,0,0,0,0,0,192.168.1.108,192.168.1.107,2019-10-11T19:20:50Z,2019-10-11T19:31:19Z
25,0,Iron,UAlbertaBot,-,-,(2)Benzene.scx,16246,NORMAL,36219,10802,0.70176,0,0,0,0,0,0,192.168.1.105,192.168.1.106,2019-10-11T19:21:30Z,2019-10-11T19:23:55Z
26,0,Iron,AITP,-,-,(2)Benzene.scx,24678,NORMAL,73704,24680,0.66515,1,0,0,0,0,0,192.168.1.113,192.168.1.114,2019-10-11T19:22:13Z,2019-10-11T19:26:15Z
27,0,DaQin,Iron,-,-,(2)Benzene.scx,18540,NORMAL,44967,23161,0.48493,0,0,0,0,0,0,192.168.1.111,192.168.1.112,2019-10-11T19:22:52Z,2019-10-11T19:25:09Z
28,0,Iron,Microwave,-,-,(2)Benzene.scx,32955,NORMAL,133324,66434,0.50171,4,0,0,15,0,0,192.168.1.115,192.168.1.116,2019-10-11T19:23:53Z,2019-10-11T19:30:19Z
29,0,Steamhammer,Iron,-,-,(2)Benzene.scx,14975,NORMAL,24056,10378,0.56859,0,0,0,0,0,0,192.168.1.105,192.168.1.106,2019-10-11T19:24:34Z,2019-10-11T19:25:44Z
30,0,Iron,BunkerBoxeR,-,-,(2)Benzene.scx,14107,NORMAL,21532,6475,0.69928,0,0,0,0,0,0,192.168.1.110,192.168.1.109,2019-10-11T19:25:12Z,2019-10-11T19:26:22Z
31,0,Locutus,Iron,-,-,(2)Benzene.scx,19315,NORMAL,54116,27629,0.48945,0,0,0,0,0,0,192.168.1.111,192.168.1.112,2019-10-11T19:25:57Z,2019-10-11T19:27:48Z
32,0,Iron,ZZZKBot,-,-,(2)Benzene.scx,15688,NORMAL,29328,9940,0.66107,0,0,0,0,0,0,192.168.1.105,192.168.1.106,2019-10-11T19:26:40Z,2019-10-11T19:28:03Z
33,0,BananaBrain,XiaoYi,-,-,(2)Benzene.scx,12774,NORMAL,20986,6808,0.67559,6,0,0,0,0,0,192.168.1.114,192.168.1.113,2019-10-11T19:27:20Z,2019-10-11T19:29:55Z
34,0,BananaBrain,UAlbertaBot,-,-,(2)Benzene.scx,13921,NORMAL,19536,6678,0.65817,0,0,0,0,0,0,192.168.1.109,192.168.1.110,2019-10-11T19:27:55Z,2019-10-11T19:30:25Z
35,0,BananaBrain,AITP,-,-,(2)Benzene.scx,14572,NORMAL,25907,10142,0.60852,0,0,0,0,0,0,192.168.1.112,192.168.1.111,2019-10-11T19:28:40Z,2019-10-11T19:31:06Z
36,0,DaQin,BananaBrain,-,-,(2)Benzene.scx,11100,NORMAL,20500,10760,0.47512,0,0,0,0,0,0,192.168.1.106,192.168.1.105,2019-10-11T19:29:17Z,2019-10-11T19:31:25Z
37,0,Microwave,BananaBrain,-,-,(2)Benzene.scx,9798,NORMAL,14885,9767,0.34384,0,0,0,1,0,0,192.168.1.114,192.168.1.113,2019-10-11T19:30:12Z,2019-10-11T19:32:03Z
38,0,BananaBrain,Steamhammer,-,-,(2)Benzene.scx,29235,NORMAL,112042,74627,0.33394,149,0,0,0,0,0,192.168.1.116,192.168.1.115,2019-10-11T19:30:52Z,2019-10-11T19:38:26Z
39,0,BananaBrain,BunkerBoxeR,-,-,(2)Benzene.scx,8620,NORMAL,11813,3537,0.70058,0,0,0,0,0,0,192.168.1.110,192.168.1.109,2019-10-11T19:31:32Z,2019-10-11T19:33:07Z
40,0,Locutus,BananaBrain,-,-,(2)Benzene.scx,12743,NORMAL,22916,9506,0.58518,12,0,0,0,0,0,192.168.1.112,192.168.1.111,2019-10-11T19:32:13Z,2019-10-11T19:34:56Z
41,0,BananaBrain,ZZZKBot,-,-,(2)Benzene.scx,12123,NORMAL,13659,4665,0.65847,0,0,0,0,0,0,192.168.1.105,192.168.1.108,2019-10-11T19:32:58Z,2019-10-11T19:34:59Z
42,0,XiaoYi,UAlbertaBot,-,-,(2)Benzene.scx,20493,NORMAL,46230,12944,0.72001,0,0,0,0,0,0,192.168.1.107,192.168.1.106,2019-10-11T19:33:40Z,2019-10-11T19:36:52Z
43,0,XiaoYi,AITP,-,-,(2)Benzene.scx,19129,NORMAL,51391,26366,0.48695,0,0,0,0,0,0,192.168.1.113,192.168.1.114,2019-10-11T19:34:17Z,2019-10-11T19:36:20Z
44,0,DaQin,XiaoYi,-,-,(2)Benzene.scx,18881,NORMAL,56754,17024,0.70004,0,0,0,0,0,0,192.168.1.109,192.168.1.110,2019-10-11T19:34:57Z,2019-10-11T19:37:07Z
45,0,XiaoYi,Microwave,-,-,(2)Benzene.scx,23190,NORMAL,54237,19183,0.64631,0,0,0,3,0,0,192.168.1.111,192.168.1.112,2019-10-11T19:35:52Z,2019-10-11T19:38:16Z
46,0,XiaoYi,Steamhammer,-,-,(2)Benzene.scx,25019,NORMAL,86579,32359,0.62625,0,0,0,0,0,0,192.168.1.108,192.168.1.105,2019-10-11T19:36:22Z,2019-10-11T19:39:12Z
47,0,XiaoYi,BunkerBoxeR,-,-,(2)Benzene.scx,14076,NORMAL,18513,5789,0.68730,0,0,0,0,0,0,192.168.1.114,192.168.1.113,2019-10-11T19:37:03Z,2019-10-11T19:38:17Z
48,0,Locutus,XiaoYi,-,-,(2)Benzene.scx,11255,NORMAL,18476,6310,0.65848,0,0,0,0,0,0,192.168.1.107,192.168.1.106,2019-10-11T19:37:40Z,2019-10-11T19:39:04Z
49,0,XiaoYi,ZZZKBot,-,-,(2)Benzene.scx,17517,NORMAL,26795,3883,0.85508,0,0,0,0,0,0,192.168.1.110,192.168.1.109,2019-10-11T19:38:26Z,2019-10-11T19:40:06Z
50,0,UAlbertaBot,AITP,AITP,-,(2)Benzene.scx,16463,STARCRAFT_CRASH,14710,26923,-0.45363,0,0,0,1,0,0,192.168.1.112,192.168.1.111,2019-10-11T19:39:07Z,2019-10-11T19:43:30Z
51,0,DaQin,UAlbertaBot,-,-,(2)Benzene.scx,14975,NORMAL,28418,12591,0.55694,0,0,0,0,0,0,192.168.1.114,192.168.1.113,2019-10-11T19:39:47Z,2019-10-11T19:41:59Z
52,0,Microwave,UAlbertaBot,-,-,(2)Benzene.scx,22508,NORMAL,20490,10626,0.48141,0,0,0,7,0,0,192.168.1.116,192.168.1.115,2019-10-11T19:40:32Z,2019-10-11T19:48:29Z
53,0,Steamhammer,UAlbertaBot,-,-,(2)Benzene.scx,25050,NORMAL,54523,23446,0.56998,0,0,0,0,0,0,192.168.1.107,192.168.1.106,2019-10-11T19:41:11Z,2019-10-11T19:46:53Z
54,0,BunkerBoxeR,UAlbertaBot,-,-,(2)Benzene.scx,25670,NORMAL,18262,2321,0.87291,0,0,0,0,0,0,192.168.1.105,192.168.1.108,2019-10-11T19:41:52Z,2019-10-11T19:43:52Z
55,0,Locutus,UAlbertaBot,-,-,(2)Benzene.scx,13766,NORMAL,25548,9388,0.63253,0,0,0,0,0,0,192.168.1.109,192.168.1.110,2019-10-11T19:42:32Z,2019-10-11T19:44:33Z
56,0,UAlbertaBot,ZZZKBot,-,-,(2)Benzene.scx,13177,NORMAL,10192,7006,0.31260,0,0,0,0,0,0,192.168.1.113,192.168.1.114,2019-10-11T19:43:18Z,2019-10-11T19:45:03Z
57,0,DaQin,AITP,AITP,-,(2)Benzene.scx,16804,STARCRAFT_CRASH,33080,23578,0.28724,0,0,0,0,0,0,192.168.1.112,192.168.1.111,2019-10-11T19:43:58Z,2019-10-11T19:46:24Z
58,0,Microwave,AITP,-,-,(2)Benzene.scx,11100,NORMAL,12615,8741,0.30709,0,0,0,0,0,0,192.168.1.108,192.168.1.105,2019-10-11T19:44:43Z,2019-10-11T19:46:10Z
59,0,AITP,Steamhammer,-,-,(2)Benzene.scx,32490,NORMAL,128939,62224,0.51742,1,0,0,0,0,0,192.168.1.109,192.168.1.110,2019-10-11T19:45:23Z,2019-10-11T19:48:56Z
60,0,AITP,BunkerBoxeR,-,-,(2)Benzene.scx,13177,NORMAL,21654,7501,0.65360,0,0,0,0,0,0,192.168.1.113,192.168.1.114,2019-10-11T19:46:00Z,2019-10-11T19:47:18Z
61,0,Locutus,AITP,-,-,(2)Benzene.scx,14882,NORMAL,37805,16201,0.57146,0,0,0,0,0,0,192.168.1.105,192.168.1.111,2019-10-11T19:46:44Z,2019-10-11T19:48:07Z
62,0,ZZZKBot,AITP,-,-,(2)Benzene.scx,6357,NORMAL,5976,2955,0.50552,0,0,0,0,0,0,192.168.1.112,192.168.1.108,2019-10-11T19:47:30Z,2019-10-11T19:48:19Z
63,0,DaQin,Microwave,-,-,(2)Benzene.scx,15316,NORMAL,29549,14971,0.49335,0,0,0,1,0,0,192.168.1.106,192.168.1.107,2019-10-11T19:48:11Z,2019-10-11T19:50:03Z
64,0,DaQin,Steamhammer,-,-,(2)Benzene.scx,16246,NORMAL,39660,16255,0.59014,0,0,0,0,0,0,192.168.1.113,192.168.1.114,2019-10-11T19:48:56Z,2019-10-11T19:50:35Z
65,0,DaQin,BunkerBoxeR,BunkerBoxeR,-,(2)Benzene.scx,3784,STARCRAFT_CRASH,2007,1623,0.19133,0,0,0,0,0,0,192.168.1.111,192.168.1.105,2019-10-11T19:49:43Z,2019-10-11T19:51:22Z
66,0,Locutus,DaQin,-,-,(2)Benzene.scx,17207,NORMAL,45369,25350,0.44125,0,0,0,0,0,0,192.168.1.108,192.168.1.112,2019-10-11T19:50:30Z,2019-10-11T19:52:04Z
67,0,DaQin,ZZZKBot,-,-,(2)Benzene.scx,16091,NORMAL,28757,4122,0.85666,0,0,0,0,0,0,192.168.1.115,192.168.1.116,2019-10-11T19:51:16Z,2019-10-11T19:52:50Z
68,0,Microwave,Steamhammer,-,-,(2)Benzene.scx,24430,NORMAL,49926,34917,0.30062,13,0,0,0,0,0,192.168.1.110,192.168.1.109,2019-10-11T19:52:02Z,2019-10-11T19:55:07Z
69,0,Microwave,BunkerBoxeR,-,-,(2)Benzene.scx,5892,NORMAL,5349,2038,0.61899,0,0,0,0,0,0,192.168.1.107,192.168.1.106,2019-10-11T19:52:42Z,2019-10-11T19:53:36Z
70,0,Locutus,Microwave,-,-,(2)Benzene.scx,14696,NORMAL,38342,16991,0.55686,0,0,0,0,0,0,192.168.1.105,192.168.1.114,2019-10-11T19:53:23Z,2019-10-11T19:55:12Z
71,0,ZZZKBot,Microwave,-,-,(2)Benzene.scx,14076,NORMAL,18274,6944,0.62001,0,0,0,0,0,0,192.168.1.111,192.168.1.113,2019-10-11T19:54:07Z,2019-10-11T19:55:45Z
72,0,Steamhammer,BunkerBoxeR,-,-,(2)Benzene.scx,16432,NORMAL,25827,11333,0.56120,0,0,0,0,0,0,192.168.1.112,192.168.1.108,2019-10-11T19:54:47Z,2019-10-11T19:56:08Z
73,0,Locutus,Steamhammer,-,-,(2)Benzene.scx,13611,NORMAL,25942,8319,0.67932,0,0,0,0,0,0,192.168.1.115,192.168.1.116,2019-10-11T19:55:36Z,2019-10-11T19:56:31Z
74,0,ZZZKBot,Steamhammer,-,-,(2)Benzene.scx,19160,NORMAL,22928,17971,0.21620,0,0,0,0,0,0,192.168.1.106,192.168.1.107,2019-10-11T19:56:12Z,2019-10-11T19:57:44Z
75,0,Locutus,BunkerBoxeR,-,-,(2)Benzene.scx,10976,NORMAL,16579,6177,0.62742,0,0,0,0,0,0,192.168.1.114,192.168.1.109,2019-10-11T19:56:50Z,2019-10-11T19:57:55Z
76,0,ZZZKBot,BunkerBoxeR,-,-,(2)Benzene.scx,5985,NORMAL,5146,2181,0.57618,0,0,0,0,0,0,192.168.1.110,192.168.1.105,2019-10-11T19:57:40Z,2019-10-11T19:58:18Z
77,0,Locutus,ZZZKBot,-,-,(2)Benzene.scx,11906,NORMAL,14675,3179,0.78337,0,0,0,0,0,0,192.168.1.111,192.168.1.113,2019-10-11T19:58:15Z,2019-10-11T19:59:21Z
78,1,PurpleWave,McRave,-,-,(2)Destination.scx,22911,NORMAL,69685,46071,0.33887,2,0,0,0,0,0,192.168.1.112,192.168.1.108,2019-10-11T19:59:37Z,2019-10-11T20:07:01Z
79,1,PurpleWave,Iron,-,-,(2)Destination.scx,26383,NORMAL,98866,54088,0.45292,2,0,0,0,0,0,192.168.1.115,192.168.1.116,2019-10-11T20:00:08Z,2019-10-11T20:09:46Z
80,1,PurpleWave,BananaBrain,-,-,(2)Destination.scx,25856,NORMAL,78329,44725,0.42901,1,0,0,0,0,0,192.168.1.107,192.168.1.106,2019-10-11T20:01:02Z,2019-10-11T20:09:56Z
81,1,PurpleWave,XiaoYi,-,-,(2)Destination.scx,26259,NORMAL,116105,58442,0.49665,0,0,0,0,0,0,192.168.1.114,192.168.1.109,2019-10-11T20:01:45Z,2019-10-11T20:11:58Z
82,1,PurpleWave,UAlbertaBot,-,-,(2)Destination.scx,12030,NORMAL,16071,2482,0.84556,0,0,0,0,0,0,192.168.1.105,192.168.1.110,2019-10-11T20:02:23Z,2019-10-11T20:06:25Z
83,1,PurpleWave,AITP,-,-,(2)Destination.scx,15068,NORMAL,30353,9172,0.69782,0,0,0,0,0,0,192.168.1.111,192.168.1.113,2019-10-11T20:03:09Z,2019-10-11T20:08:40Z
84,1,PurpleWave,DaQin,-,-,(2)Destination.scx,18540,NORMAL,54852,27333,0.50170,0,0,0,0,0,0,192.168.1.105,192.168.1.110,2019-10-11T20:06:46Z,2019-10-11T20:12:53Z
85,1,PurpleWave,Microwave,-,-,(2)Destination.scx,15130,NORMAL,28057,13663,0.51303,2,0,0,0,0,0,192.168.1.112,192.168.1.108,2019-10-11T20:07:31Z,2019-10-11T20:12:39Z
86,1,PurpleWave,Steamhammer,-,-,(2)Destination.scx,7659,NORMAL,9677,3689,0.61879,0,0,0,0,0,0,192.168.1.111,192.168.1.113,2019-10-11T20:09:07Z,2019-10-11T20:12:00Z
87,1,PurpleWave,BunkerBoxeR,-,-,(2)Destination.scx,21516,NORMAL,40513,5743,0.85824,0,0,0,0,0,0,192.168.1.115,192.168.1.116,2019-10-11T20:10:01Z,2019-10-11T20:16:49Z
88,1,Locutus,PurpleWave,-,-,(2)Destination.scx,21051,NORMAL,69877,37124,0.46872,0,0,0,0,0,0,192.168.1.106,192.168.1.107,2019-10-11T20:10:40Z,2019-10-11T20:17:03Z
89,1,PurpleWave,ZZZKBot,-,-,(2)Destination.scx,12557,NORMAL,14672,3853,0.73739,0,0,0,0,0,0,192.168.1.111,192.168.1.109,2019-10-11T20:12:15Z,2019-10-11T20:16:03Z
90,1,Iron,McRave,-,McRave,(2)Destination.scx,17827,NORMAL,24280,37964,-0.36045,0,0,0,321,0,0,192.168.1.113,192.168.1.114,2019-10-11T20:12:53Z,2019-10-11T20:19:29Z
91,1,BananaBrain,McRave,-,-,(2)Destination.scx,22756,NORMAL,85898,40696,0.52623,4,0,0,87,0,0,192.168.1.108,192.168.1.112,2019-10-11T20:13:28Z,2019-10-11T20:20:25Z
92,1,McRave,XiaoYi,-,-,(2)Destination.scx,12402,NORMAL,25432,7760,0.69487,0,0,0,1,0,0,192.168.1.105,192.168.1.110,2019-10-11T20:14:13Z,2019-10-11T20:16:44Z
93,1,McRave,UAlbertaBot,-,-,(2)Destination.scx,14386,NORMAL,26420,10969,0.58482,0,0,0,0,0,0,192.168.1.111,192.168.1.109,2019-10-11T20:16:27Z,2019-10-11T20:19:29Z
94,1,McRave,AITP,-,-,(2)Destination.scx,12185,NORMAL,23625,9957,0.57854,0,0,0,0,0,0,192.168.1.105,192.168.1.110,2019-10-11T20:17:01Z,2019-10-11T20:19:32Z
95,1,DaQin,McRave,-,McRave,(2)Destination.scx,15347,NORMAL,15966,35557,-0.55097,0,0,0,320,0,0,192.168.1.116,192.168.1.115,2019-10-11T20:17:44Z,2019-10-11T20:22:11Z
96,1,Microwave,McRave,-,-,(2)Destination.scx,21640,NORMAL,20733,5546,0.73250,1,0,0,0,0,0,192.168.1.106,192.168.1.107,2019-10-11T20:18:26Z,2019-10-11T20:20:54Z
97,1,Steamhammer,McRave,-,McRave,(2)Destination.scx,18013,NORMAL,27329,31765,-0.13965,0,0,0,321,0,0,192.168.1.114,192.168.1.113,2019-10-11T20:19:42Z,2019-10-11T20:25:14Z
98,1,McRave,BunkerBoxeR,-,-,(2)Destination.scx,10356,NORMAL,16241,3941,0.75734,0,0,0,0,0,0,192.168.1.109,192.168.1.110,2019-10-11T20:20:26Z,2019-10-11T20:22:15Z
99,1,Locutus,McRave,-,-,(2)Destination.scx,13642,NORMAL,26872,9664,0.64037,0,0,0,0,0,0,192.168.1.111,192.168.1.105,2019-10-11T20:21:11Z,2019-10-11T20:23:23Z
100,1,McRave,ZZZKBot,-,-,(2)Destination.scx,13363,NORMAL,13807,4227,0.69385,0,0,0,0,0,0,192.168.1.108,192.168.1.112,2019-10-11T20:21:53Z,2019-10-11T20:24:06Z
101,1,BananaBrain,Iron,-,-,(2)Destination.scx,9271,NORMAL,12652,4410,0.65144,0,0,0,0,0,0,192.168.1.107,192.168.1.106,2019-10-11T20:22:39Z,2019-10-11T20:24:14Z
102,1,Iron,XiaoYi,-,-,(2)Destination.scx,86402,NORMAL,133178,101466,0.23812,0,0,0,191,0,0,192.168.1.116,192.168.1.115,2019-10-11T20:23:25Z,2019-10-11T20:47:20Z
103,1,Iron,UAlbertaBot,-,-,(2)Destination.scx,20710,NORMAL,57790,19323,0.66563,0,0,0,0,0,0,192.168.1.109,192.168.1.110,2019-10-11T20:24:00Z,2019-10-11T20:28:00Z
104,1,Iron,AITP,-,-,(2)Destination.scx,22415,NORMAL,65915,25755,0.60927,0,0,0,0,0,0,192.168.1.111,192.168.1.105,2019-10-11T20:24:40Z,2019-10-11T20:27:45Z
105,1,DaQin,Iron,-,-,(2)Destination.scx,18385,NORMAL,47020,22154,0.52884,0,0,0,0,0,0,192.168.1.108,192.168.1.112,2019-10-11T20:25:20Z,2019-10-11T20:27:27Z
106,1,Iron,Microwave,-,-,(2)Destination.scx,25019,NORMAL,89625,35188,0.60739,5,0,0,0,0,0,192.168.1.107,192.168.1.106,2019-10-11T20:26:02Z,2019-10-11T20:29:50Z
107,1,Steamhammer,Iron,-,-,(2)Destination.scx,25918,NORMAL,84918,56705,0.33224,0,0,0,0,0,0,192.168.1.113,192.168.1.114,2019-10-11T20:26:43Z,2019-10-11T20:29:45Z
108,1,Iron,BunkerBoxeR,-,-,(2)Destination.scx,10759,NORMAL,13839,4510,0.67411,0,0,0,0,0,0,192.168.1.112,192.168.1.108,2019-10-11T20:27:47Z,2019-10-11T20:28:43Z
109,1,Locutus,Iron,-,-,(2)Destination.scx,15347,NORMAL,35074,16490,0.52985,0,0,0,0,0,0,192.168.1.105,192.168.1.111,2019-10-11T20:28:26Z,2019-10-11T20:29:52Z
110,1,Iron,ZZZKBot,-,-,(2)Destination.scx,14541,NORMAL,24146,8539,0.64636,0,0,0,0,0,0,192.168.1.109,192.168.1.110,2019-10-11T20:29:08Z,2019-10-11T20:30:27Z
111,1,BananaBrain,XiaoYi,-,-,(2)Destination.scx,9736,NORMAL,16783,4198,0.74987,0,0,0,0,0,0,192.168.1.108,192.168.1.112,2019-10-11T20:29:55Z,2019-10-11T20:31:17Z
112,1,BananaBrain,UAlbertaBot,-,-,(2)Destination.scx,19842,NORMAL,52706,21688,0.58851,0,0,0,0,0,0,192.168.1.113,192.168.1.114,2019-10-11T20:30:29Z,2019-10-11T20:34:36Z
113,1,BananaBrain,AITP,-,-,(2)Destination.scx,19811,NORMAL,56469,29876,0.47093,0,0,0,1,0,0,192.168.1.107,192.168.1.106,2019-10-11T20:31:08Z,2019-10-11T20:35:04Z
114,1,BananaBrain,DaQin,-,-,(2)Destination.scx,19129,NORMAL,49947,19666,0.60626,0,0,0,0,0,0,192.168.1.111,192.168.1.105,2019-10-11T20:31:49Z,2019-10-11T20:35:19Z
115,1,Microwave,BananaBrain,-,-,(2)Destination.scx,10821,NORMAL,19293,8457,0.56165,0,0,0,0,0,0,192.168.1.110,192.168.1.109,2019-10-11T20:32:30Z,2019-10-11T20:34:19Z
116,1,BananaBrain,Steamhammer,-,-,(2)Destination.scx,12774,NORMAL,21977,8529,0.61191,0,0,0,0,0,0,192.168.1.108,192.168.1.112,2019-10-11T20:33:05Z,2019-10-11T20:35:16Z
117,1,BananaBrain,BunkerBoxeR,-,-,(2)Destination.scx,11410,NORMAL,16211,6071,0.62550,0,0,0,0,0,0,192.168.1.110,192.168.1.109,2019-10-11T20:34:36Z,2019-10-11T20:36:23Z
118,1,Locutus,BananaBrain,-,-,(2)Destination.scx,12898,NORMAL,26019,11179,0.57035,0,0,0,0,0,0,192.168.1.114,192.168.1.113,2019-10-11T20:35:15Z,2019-10-11T20:37:22Z
119,1,BananaBrain,ZZZKBot,-,-,(2)Destination.scx,10139,NORMAL,12175,3393,0.72131,0,0,0,0,0,0,192.168.1.107,192.168.1.106,2019-10-11T20:35:57Z,2019-10-11T20:37:33Z
120,1,XiaoYi,UAlbertaBot,-,-,(2)Destination.scx,24647,NORMAL,65168,28308,0.56562,0,0,0,0,0,0,192.168.1.108,192.168.1.112,2019-10-11T20:36:27Z,2019-10-11T20:41:33Z
121,1,XiaoYi,AITP,-,-,(2)Destination.scx,42534,NORMAL,75964,34606,0.54444,0,0,0,0,0,0,192.168.1.111,192.168.1.105,2019-10-11T20:37:17Z,2019-10-11T20:42:36Z
122,1,DaQin,XiaoYi,-,-,(2)Destination.scx,19718,NORMAL,47986,20546,0.57183,0,0,0,0,0,0,192.168.1.109,192.168.1.110,2019-10-11T20:37:58Z,2019-10-11T20:40:09Z
123,1,Microwave,XiaoYi,-,-,(2)Destination.scx,12216,NORMAL,7587,3613,0.52379,0,0,0,0,0,0,192.168.1.113,192.168.1.114,2019-10-11T20:38:41Z,2019-10-11T20:40:14Z
124,1,XiaoYi,Steamhammer,-,-,(2)Destination.scx,29948,NORMAL,101543,47925,0.52803,0,0,0,0,0,0,192.168.1.107,192.168.1.106,2019-10-11T20:39:21Z,2019-10-11T20:43:34Z
125,1,XiaoYi,BunkerBoxeR,-,-,(2)Destination.scx,13549,NORMAL,24277,4841,0.80059,0,0,0,0,0,0,192.168.1.110,192.168.1.109,2019-10-11T20:40:25Z,2019-10-11T20:41:46Z
